year,month,ICB_crisno,ICB_cracno,ICB_cracid,ICB_actor,ICB_crisname,ICB_cenvio,ICB_sevvio,ICB_trigym,ICB_termym,ICB_totaldura,ICB_dura,outcom_victory,outcom_compromise,outcom_stalemate,outcom_defeat,satisfy_all,satisfy_usonly,satisfy_enemyonly,satisfy_none,satisfy_us,nonsatisfy_us,yearmonth,presidentid,approve,disapprove,confidence,difference,approveL1,approve_detrend,appch,appchpc,disappch,disappchpc,demparty,term2,misery,miseryL1,elecmonth,electermid,elecyear,reelecyear,tenure,firstyear,partisan_conflict_monthly
1996,3,,,,,,,,,,,,0,,,,,,,,0,0,199603,William J. Clinton,53,37.5,58.563538,15.5,53,-2.8335853,0,0,-2.5,-6.25,1,0,8.3401604,8.1507626,0,54,1,1,39,0,119.44
1996,4,,,,,,,,,,,,0,,,,,,,,0,0,199604,William J. Clinton,54.5,38,58.918919,16.5,53,-1.311087,1.5,2.8301888,0.5,1.3333334,1,0,8.4966488,8.3401604,0,54,1,1,40,0,107.49
1996,5,,,,,,,,,,,,0,,,,,,,,0,0,199605,William J. Clinton,53.5,38,58.469944,15.5,54.5,-2.2885885,-1,-1.8348624,0,0,1,0,8.4909391,8.4966488,0,54,1,1,41,0,120.63
1996,6,,,,,,,,,,,,0,,,,,,,,0,0,199606,William J. Clinton,54,38.5,58.37838,15.5,53.5,-1.7660902,0.5,0.93457943,0.5,1.3157895,1,0,8.0540962,8.4909391,0,54,1,1,42,0,102.95
1996,7,,,,,,,,,,,,0,,,,,,,,0,0,199607,William J. Clinton,56.5,35,61.748634,21.5,54,0.75640827,2.5,4.6296296,-3.5,-9.090909,1,0,8.45082,8.0540962,0,54,1,1,43,0,99.389999
1996,8,419,908,2,USA,DESERT STRIKE,4,2,1996m8,1996m9,2,1,0,0,0,0,0,0,0,0,0,0,199608,William J. Clinton,55.25,36.75,60.054348,18.5,56.5,-0.47109336,-1.25,-2.2123895,1.75,5,1,0,7.977704,8.45082,0,54,1,1,44,0,108.96
1996,9,419,908,2,USA,DESERT STRIKE,4,2,1996m8,1996m9,2,2,1,0,0,0,0,1,0,0,1,0,199609,William J. Clinton,,,,,55.25,,,,,,1,0,8.2026148,7.977704,0,54,1,1,45,0,90.050003
1996,10,,,,,,,,,,,,0,,,,,,,,0,0,199610,William J. Clinton,56,35,61.53846,21,,0.32390344,,,,,1,0,8.1928473,8.2026148,0,54,1,1,46,0,96.150002
1996,11,,,,,,,,,,,,0,,,,,,,,0,0,199611,William J. Clinton,57,34,62.637363,23,56,1.3464018,1,1.7857143,-1,-2.8571429,1,0,8.6552086,8.1928473,1,54,1,1,47,0,84.629997
1996,12,,,,,,,,,,,,0,,,,,,,,0,0,199612,William J. Clinton,57,34,62.637363,23,57,1.3689003,0,0,0,0,1,0,8.7224798,8.6552086,0,55,0,0,48,0,76.410004
1997,1,,,,,,,,,,,,0,,,,,,,,0,0,199701,William J. Clinton,59,31.333334,65.313652,27.666666,,5.3712583,,,,,1,1,8.3440495,8.7224798,0,55,0,0,49,0,82.779999
1997,2,,,,,,,,,,,,0,,,,,,,,0,0,199702,William J. Clinton,56,32,63.636364,24,59,2.3937564,-3,-5.0847459,0.66666603,2.1276574,1,1,8.2342234,8.3440495,0,55,0,0,50,0,85.290001
1997,3,,,,,,,,,,,,0,,,,,,,,0,0,199703,William J. Clinton,59,35,62.765957,24,56,5.416255,3,5.3571429,3,9.375,1,1,7.9617233,8.2342234,0,55,0,0,51,0,90.050003
1997,4,,,,,,,,,,,,0,,,,,,,,0,0,199704,William J. Clinton,54,36.5,59.668507,17.5,59,0.43875331,-5,-8.474576,1.5,4.2857141,1,1,7.5951977,7.9617233,0,55,0,0,52,0,86.849998
1997,5,,,,,,,,,,,,0,,,,,,,,0,0,199705,William J. Clinton,56.5,35,61.748634,21.5,54,2.9612517,2.5,4.6296296,-1.5,-4.1095891,1,1,7.1349936,7.5951977,0,55,0,0,53,0,91.269997
1997,6,,,,,,,,,,,,0,,,,,,,,0,0,199706,William J. Clinton,55,35,61.111111,20,56.5,1.4837501,-1.5,-2.6548672,0,0,1,1,7.2973871,7.1349936,0,55,0,0,54,0,99.919998
1997,7,,,,,,,,,,,,0,,,,,,,,0,0,199707,William J. Clinton,58,34,63.04348,24,55,4.5062485,3,5.4545455,-1,-2.8571429,1,1,7.1292992,7.2973871,0,55,0,0,55,0,76
1997,8,,,,,,,,,,,,0,,,,,,,,0,0,199708,William J. Clinton,60,32.5,64.864868,27.5,58,6.5287471,2,3.4482758,-1.5,-4.4117646,1,1,7.0250478,7.1292992,0,55,0,0,56,0,74.93
1997,9,,,,,,,,,,,,0,,,,,,,,0,0,199709,William J. Clinton,58.5,29.5,66.477272,29,60,5.0512452,-1.5,-2.5,-3,-9.2307692,1,1,7.0546227,7.0250478,0,55,0,0,57,0,81.190002
1997,10,,,,,,,,,,,,0,,,,,,,,0,0,199710,William J. Clinton,56.5,33.5,62.777779,23,58.5,3.0737438,-2,-3.4188035,4,13.559322,1,1,6.7846508,7.0546227,0,55,0,0,58,0,90.150002
1997,11,422,913,2,USA,UNSCOM I,1,1,1997m11,1998m2,4,1,0,0,0,0,0,0,0,0,0,0,199711,William J. Clinton,59,30.5,65.921791,28.5,56.5,5.596242,2.5,4.4247789,-3,-8.955224,1,1,6.4284954,6.7846508,0,55,0,0,59,0,87.290001
1997,12,422,913,2,USA,UNSCOM I,1,1,1997m11,1998m2,4,2,0,0,0,0,0,0,0,0,0,0,199712,William J. Clinton,55,36,60.43956,19,59,1.6187406,-4,-6.7796612,5.5,18.032787,1,1,6.4023938,6.4284954,0,55,0,0,60,0,70.239998
1998,1,422,913,2,USA,UNSCOM I,1,1,1997m11,1998m2,4,3,0,0,0,0,0,0,0,0,0,0,199801,William J. Clinton,61.833332,31.333334,66.368515,30.499998,,10.454431,,,,,1,1,6.1713386,6.4023938,0,55,0,0,61,0,72.010002
1998,2,422,913,2,USA,UNSCOM I,1,1,1997m11,1998m2,4,4,1,0,0,0,1,0,0,0,1,0,199802,William J. Clinton,65.5,29,69.312172,36.5,61.833332,14.143597,3.6666679,5.9299212,-2.333334,-7.4468102,1,1,6.0410948,6.1713386,0,55,0,0,62,0,79.029999
1998,3,,,,,,,,,,,,0,,,,,,,,0,0,199803,William J. Clinton,64.666664,29.333334,68.794327,35.333328,65.5,13.332759,-0.83333588,-1.2722685,0.33333397,1.1494275,1,1,6.0749979,6.0410948,0,55,0,0,63,0,88.870003
1998,4,,,,,,,,,,,,0,,,,,,,,0,0,199804,William J. Clinton,65,29,69.148933,36,64.666664,13.688594,0.33333588,0.51546788,-0.33333397,-1.1363658,1,1,5.7357073,6.0749979,0,55,0,0,64,0,89.510002
1998,5,,,,,,,,,,,,0,,,,,,,,0,0,199805,William J. Clinton,64,30,68.085106,34,65,12.711092,-1,-1.5384616,1,3.4482758,1,1,6.0864439,5.7357073,0,55,0,0,65,0,96.839996
1998,6,,,,,,,,,,,,0,,,,,,,,0,0,199806,William J. Clinton,60,33,64.516129,27,64,8.7335901,-4,-6.25,3,10,1,1,6.18434,6.0864439,0,55,0,0,66,0,91.239998
1998,7,,,,,,,,,,,,0,,,,,,,,0,0,199807,William J. Clinton,62.666668,31.666666,66.431099,31.000002,60,11.422757,2.6666679,4.4444466,-1.333334,-4.0404058,1,1,6.182241,6.18434,0,55,0,0,67,0,87.68
1998,8,427,929,2,USA,US EMBASSY BOMBINGS,4,2,1998m8,1998m8,1,1,0,1,0,0,0,1,0,0,1,0,199808,William J. Clinton,62.333332,31.5,66.42984,30.833332,62.666668,11.111919,-0.33333588,-0.53191894,-0.16666603,-0.52631378,1,1,6.11691,6.182241,0,55,0,0,68,0,83.550003
1998,9,,,,,,,,,,,,0,,,,,,,,0,0,199809,William J. Clinton,62.285713,33,65.367317,29.285713,62.333332,11.086799,-0.047618866,-0.076393902,1.5,4.7619047,1,1,6.0888395,6.11691,0,55,0,0,69,0,98.419998
1998,10,429,933,2,USA,UNSCOM II,4,3,1998m10,1998m12,3,1,0,0,0,0,0,0,0,0,0,0,199810,William J. Clinton,64.5,31.25,67.362923,33.25,62.285713,13.323584,2.2142868,3.5550478,-1.75,-5.3030305,1,1,5.9851446,6.0888395,0,55,0,0,70,0,117.65
1998,11,429,933,2,USA,UNSCOM II,4,3,1998m10,1998m12,3,2,0,0,0,0,0,0,0,0,0,0,199811,William J. Clinton,65,30.5,68.062828,34.5,64.5,13.846083,0.5,0.77519381,-0.75,-2.4000001,1,1,5.9479876,5.9851446,0,55,0,0,71,0,81.860001
1998,12,429,933,2,USA,UNSCOM II,4,3,1998m10,1998m12,3,3,0,1,0,0,0,1,0,0,1,0,199812,William J. Clinton,64,31.5,67.015709,32.5,65,12.868581,-1,-1.5384616,1,3.2786884,1,1,6.0118976,5.9479876,0,55,0,0,72,0,83.709999
1999,1,,,,,,,,,,,,0,,,,,,,,0,0,199901,William J. Clinton,67,30.6,68.647537,36.400002,,17.870939,,,,,1,1,5.9707904,6.0118976,0,55,0,0,73,0,84.120003
1999,2,430,945,2,USA,KOSOVO,3,3,1999m2,1999m6,5,1,0,0,0,0,0,0,0,0,0,0,199902,William J. Clinton,64.571426,31.571428,67.161964,33,67,15.464864,-2.4285736,-3.6247368,0.97142792,3.1746011,1,1,6.0059338,5.9707904,0,55,0,0,74,0,84.150002
1999,3,430,945,2,USA,KOSOVO,3,3,1999m2,1999m6,5,2,0,0,0,0,0,0,0,0,0,0,199903,William J. Clinton,64,31.5,67.015709,32.5,64.571426,14.915936,-0.57142639,-0.88495243,-0.071428299,-0.22624348,1,1,5.9262657,6.0059338,0,55,0,0,75,0,85.870003
1999,4,430,945,2,USA,KOSOVO,3,3,1999m2,1999m6,5,3,0,0,0,0,0,0,0,0,0,0,199904,William J. Clinton,59,35.25,62.599468,23.75,64,9.9384336,-5,-7.8125,3.75,11.904762,1,1,6.5769215,5.9262657,0,55,0,0,76,0,83.790001
1999,5,430,945,2,USA,KOSOVO,3,3,1999m2,1999m6,5,4,0,0,0,0,0,0,0,0,0,0,199905,William J. Clinton,58,37,61.052631,21,59,8.9609318,-1,-1.6949153,1.75,4.9645391,1,1,6.2884483,6.5769215,0,55,0,0,77,0,93.150002
1999,6,430,945,2,USA,KOSOVO,3,3,1999m2,1999m6,5,5,1,0,0,0,0,1,0,0,1,0,199906,William J. Clinton,59,36.333332,61.888111,22.666668,58,9.9834309,1,1.7241379,-0.66666794,-1.8018053,1,1,6.2631884,6.2884483,0,55,0,0,78,0,89.230003
1999,7,,,,,,,,,,,,0,,,,,,,,0,0,199907,William J. Clinton,59.666668,34.666668,63.250881,25,59,10.672597,0.66666794,1.1299456,-1.6666641,-4.5871491,1,1,6.4446077,6.2631884,0,55,0,0,79,0,95.449997
1999,8,,,,,,,,,,,,0,,,,,,,,0,0,199908,William J. Clinton,59.333332,35,62.897526,24.333332,59.666668,10.361759,-0.33333588,-0.55866349,0.33333206,0.96153474,1,1,6.4643893,6.4446077,0,55,0,0,80,0,83.160004
1999,9,,,,,,,,,,,,0,,,,,,,,0,0,199909,William J. Clinton,59.5,37.5,61.340206,22,59.333332,10.550926,0.16666794,0.28090101,2.5,7.1428571,1,1,6.8283539,6.4643893,0,55,0,0,81,0,91.400002
1999,10,,,,,,,,,,,,0,,,,,,,,0,0,199910,William J. Clinton,57.5,36.5,61.170212,21,59.5,8.5734243,-2,-3.3613446,-1,-2.6666667,1,1,6.6609735,6.8283539,0,55,0,0,82,0,105.52
1999,11,,,,,,,,,,,,0,,,,,,,,0,0,199911,William J. Clinton,58.5,37,61.256546,21.5,57.5,9.5959225,1,1.7391304,0.5,1.369863,1,1,6.7219529,6.6609735,0,55,0,0,83,0,88.769997
1999,12,,,,,,,,,,,,0,,,,,,,,0,0,199912,William J. Clinton,56.5,38,59.788361,18.5,58.5,7.6184211,-2,-3.4188035,1,2.7027028,1,1,6.6845694,6.7219529,0,55,0,0,84,0,62.77
2000,1,,,,,,,,,,,,0,,,,,,,,0,0,200001,William J. Clinton,61.75,34,64.49086,27.75,,14.870779,,,,,1,1,6.7388926,6.6845694,0,55,1,0,85,0,77.279999
2000,2,,,,,,,,,,,,0,,,,,,,,0,0,200002,William J. Clinton,59.666668,35.333332,62.807018,24.333336,61.75,12.809945,-2.0833321,-3.3738172,1.3333321,3.9215648,1,1,7.3218861,6.7388926,0,55,1,0,86,0,86.639999
2000,3,,,,,,,,,,,,0,,,,,,,,0,0,200003,William J. Clinton,60,35.333332,62.937065,24.666668,59.666668,13.165775,0.33333206,0.55865705,0,0,1,1,7.7575741,7.3218861,0,55,1,0,87,0,94.669998
2000,4,,,,,,,,,,,,0,,,,,,,,0,0,200004,William J. Clinton,58,39,59.793816,19,60,11.188274,-2,-3.3333333,3.6666679,10.377362,1,1,6.8685961,7.7575741,0,55,1,0,88,0,80.760002
2000,5,,,,,,,,,,,,0,,,,,,,,0,0,200005,William J. Clinton,57,36,61.290321,21,58,10.210773,-1,-1.7241379,-3,-7.6923075,1,1,7.188931,6.8685961,0,55,1,0,89,0,79.510002
2000,6,,,,,,,,,,,,0,,,,,,,,0,0,200006,William J. Clinton,56.5,37.5,60.106384,19,57,9.7332706,-0.5,-0.87719297,1.5,4.1666665,1,1,7.7304435,7.188931,0,55,1,0,90,0,73.800003
2000,7,,,,,,,,,,,,0,,,,,,,,0,0,200007,William J. Clinton,58,36.666668,61.267605,21.333332,56.5,11.25577,1.5,2.6548672,-0.83333206,-2.2222188,1,1,7.6592722,7.7304435,0,55,1,0,91,0,86.93
2000,8,,,,,,,,,,,,0,,,,,,,,0,0,200008,William J. Clinton,60.75,35,63.446476,25.75,58,14.028268,2.75,4.7413793,-1.6666679,-4.5454578,1,1,7.5111289,7.6592722,0,55,1,0,92,0,64.779999
2000,9,,,,,,,,,,,,0,,,,,,,,0,0,200009,William J. Clinton,60,34,63.829788,26,60.75,13.300766,-0.75,-1.2345679,-1,-2.8571429,1,1,7.3544393,7.5111289,0,55,1,0,93,0,66.269997
2000,10,,,,,,,,,,,,0,,,,,,,,0,0,200010,William J. Clinton,57,37,60.638298,20,60,10.323264,-3,-5,3,8.8235292,1,1,7.348278,7.3544393,0,55,1,0,94,0,85.120003
2000,11,,,,,,,,,,,,0,,,,,,,,0,0,200011,William J. Clinton,63,32,66.315788,31,57,16.345762,6,10.526316,-5,-13.513514,1,1,7.3462286,7.348278,1,55,1,0,95,0,105.89
2000,12,,,,,,,,,,,,0,,,,,,,,0,0,200012,William J. Clinton,65,30.5,68.062828,34.5,63,18.368261,2,3.1746032,-1.5,-4.6875,1,1,7.2868075,7.3462286,0,56,0,0,96,0,98.5
2001,1,,,,,,,,,,,,0,,,,,,,,0,0,200101,George W. Bush,,,,,,,,,,,0,0,7.932229,7.2868075,0,56,0,0,1,1,83.489998
2001,2,,,,,,,,,,,,0,,,,,,,,0,0,200102,George W. Bush,58.333332,23.333334,71.428574,35,,1.0452113,,,,,0,0,7.7335687,7.932229,0,56,0,0,2,1,79.029999
2001,3,,,,,,,,,,,,0,,,,,,,,0,0,200103,George W. Bush,57.333332,26,68.800003,31.333332,58.333332,0.067709692,-1,-1.7142857,2.666666,11.428569,0,0,7.220561,7.7335687,0,56,0,0,3,1,78.230003
2001,4,,,,,,,,,,,,0,,,,,,,,0,0,200104,George W. Bush,60.5,29,67.597763,31.5,57.333332,3.256876,3.1666679,5.5232582,3,11.538462,0,0,7.6691132,7.220561,0,56,0,0,4,1,77.75
2001,5,,,,,,,,,,,,0,,,,,,,,0,0,200105,George W. Bush,54.666668,32.666668,62.595421,22,60.5,-2.5539577,-5.8333321,-9.6418715,3.6666679,12.643682,0,0,7.9151587,7.6691132,0,56,0,0,5,1,85.529999
2001,6,,,,,,,,,,,,0,,,,,,,,0,0,200106,George W. Bush,52.25,36.25,59.039547,16,54.666668,-4.9481273,-2.4166679,-4.4207339,3.5833321,10.969383,0,0,7.7482634,7.9151587,0,56,0,0,6,1,89.349998
2001,7,,,,,,,,,,,,0,,,,,,,,0,0,200107,George W. Bush,56,33.5,62.569832,22.5,52.25,-1.1756288,3.75,7.1770334,-2.75,-7.5862069,0,0,7.3199053,7.7482634,0,56,0,0,7,1,71.699997
2001,8,,,,,,,,,,,,0,,,,,,,,0,0,200108,George W. Bush,56,34.25,62.049862,21.75,56,-1.1531304,0,0,0.75,2.238806,0,0,7.6199055,7.3199053,0,56,0,0,8,1,72.75
2001,9,434,955,2,USA,AFGHANISTAN/US,4,3,2001m9,2001m12,4,1,0,0,0,0,0,0,0,0,0,0,200109,George W. Bush,75,18,80.645164,57,56,17.869368,19,33.92857,-16.25,-47.445255,0,0,7.6482477,7.6199055,0,56,0,0,9,1,59.259998
2001,10,434,955,2,USA,AFGHANISTAN/US,4,3,2001m9,2001m12,4,2,0,0,0,0,0,0,0,0,0,0,200110,George W. Bush,88,8.666667,91.034485,79.333336,75,30.891867,13,17.333334,-9.333333,-51.851849,0,0,7.4264355,7.6482477,0,56,0,0,10,1,70.459999
2001,11,434,955,2,USA,AFGHANISTAN/US,4,3,2001m9,2001m12,4,3,0,0,0,0,0,0,0,0,0,0,200111,George W. Bush,86,9,90.526314,77,88,28.914366,-2,-2.2727273,0.33333302,3.8461499,0,0,7.3954554,7.4264355,0,56,0,0,11,1,80.93
2001,12,434,955,2,USA,AFGHANISTAN/US,4,3,2001m9,2001m12,4,4,1,0,0,0,0,1,0,0,1,0,200112,George W. Bush,85,10,89.473686,75,86,27.936863,-1,-1.1627907,1,11.111111,0,0,7.2517223,7.3954554,0,56,0,0,12,1,73.849998
2002,1,,,,,,,,,,,,0,,,,,,,,0,0,200201,George W. Bush,83,12.5,86.910995,70.5,,27.93922,,,,,0,0,6.8422041,7.2517223,0,56,0,0,13,0,74.5
2002,2,,,,,,,,,,,,0,,,,,,,,0,0,200202,George W. Bush,81,13.5,85.714287,67.5,83,25.96172,-2,-2.4096386,1,8,0,0,6.837656,6.8422041,0,56,0,0,14,0,89.150002
2002,3,,,,,,,,,,,,0,,,,,,,,0,0,200203,George W. Bush,78.400002,15.6,83.404259,62.800003,81,23.38422,-2.5999985,-3.2098746,2.1000004,15.555558,0,0,7.1755991,6.837656,0,56,0,0,15,0,86.669998
2002,4,,,,,,,,,,,,0,,,,,,,,0,0,200204,George W. Bush,75.5,18.25,80.533333,57.25,78.400002,20.506716,-2.9000015,-3.6989815,2.6499996,16.987177,0,0,7.5393496,7.1755991,0,56,0,0,16,0,74.889999
2002,5,,,,,,,,,,,,0,,,,,,,,0,0,200205,George W. Bush,75.666664,17.333334,81.362007,58.333328,75.5,20.695879,0.16666412,0.22074719,-0.91666603,-5.0228276,0,0,6.9817705,7.5393496,0,56,0,0,17,0,74.5
2002,6,,,,,,,,,,,,0,,,,,,,,0,0,200206,George W. Bush,72.75,20,78.436661,52.75,75.666664,17.801714,-2.9166641,-3.8546224,2.666666,15.384611,0,0,6.8674126,6.9817705,0,56,0,0,18,0,79.559998
2002,7,,,,,,,,,,,,0,,,,,,,,0,0,200207,George W. Bush,70.599998,22.200001,76.077583,48.399998,72.75,15.67421,-2.1500015,-2.9553285,2.2000008,11.000004,0,0,7.2647924,6.8674126,0,56,0,0,19,0,72.559998
2002,8,,,,,,,,,,,,0,,,,,,,,0,0,200208,George W. Bush,65,27,70.652176,38,70.599998,10.09671,-5.5999985,-7.9320092,4.7999992,21.621618,0,0,7.5028152,7.2647924,0,56,0,0,20,0,65.93
2002,9,,,,,,,,,,,,0,,,,,,,,0,0,200209,George W. Bush,66.800003,27.6,70.762711,39.200005,65,11.919211,1.8000031,2.7692354,0.60000038,2.2222235,0,0,7.2142997,7.5028152,0,56,0,0,21,0,73.790001
2002,10,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,1,0,0,0,0,0,0,0,0,0,0,200210,George W. Bush,64.5,28.5,69.354836,36,66.800003,9.6417065,-2.3000031,-3.4431181,0.89999962,3.2608681,0,0,7.7258897,7.2142997,0,56,0,0,22,0,96.870003
2002,11,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,2,0,0,0,0,0,0,0,0,0,0,200211,George W. Bush,67,25.5,72.432434,41.5,64.5,12.164206,2.5,3.8759689,-3,-10.526316,0,0,8.0984268,7.7258897,0,56,0,0,23,0,88.980003
2002,12,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,3,0,0,0,0,0,0,0,0,0,0,200212,George W. Bush,62.333332,31,66.785713,31.333332,67,7.5200357,-4.6666679,-6.9651761,5.5,21.568628,0,0,8.3769083,8.0984268,0,56,0,0,24,0,65.730003
2003,1,440,968,2,USA,IRAQ REGIME CHANGE,4,4,2003m1,2003m5,5,1,0,0,0,0,0,0,0,0,0,0,200301,George W. Bush,59.666668,34.333332,63.475178,25.333336,,6.8557291,,,,,0,0,8.397398,8.3769083,0,56,0,0,25,0,76.779999
2003,1,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,4,0,0,0,0,0,0,0,0,0,0,200301,George W. Bush,59.666668,34.333332,63.475178,25.333336,,6.8557291,,,,,0,0,8.397398,8.3769083,0,56,0,0,25,0,76.779999
2003,2,440,968,2,USA,IRAQ REGIME CHANGE,4,4,2003m1,2003m5,5,2,0,0,0,0,0,0,0,0,0,0,200302,George W. Bush,58.25,35.25,62.299465,23,59.666668,5.4615598,-1.4166679,-2.3743038,0.91666794,2.6699066,0,0,8.8808794,8.397398,0,56,0,0,26,0,75.370003
2003,2,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,5,0,0,0,0,0,0,0,0,0,0,200302,George W. Bush,58.25,35.25,62.299465,23,59.666668,5.4615598,-1.4166679,-2.3743038,0.91666794,2.6699066,0,0,8.8808794,8.397398,0,56,0,0,26,0,75.370003
2003,3,440,968,2,USA,IRAQ REGIME CHANGE,4,4,2003m1,2003m5,5,3,0,0,0,0,0,0,0,0,0,0,200303,George W. Bush,64.800003,30.200001,68.210526,34.600002,58.25,12.034061,6.5500031,11.24464,-5.0499992,-14.326239,0,0,8.9201307,8.8808794,0,56,0,0,27,0,88.489998
2003,3,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,6,0,0,0,0,0,0,0,0,0,0,200303,George W. Bush,64.800003,30.200001,68.210526,34.600002,58.25,12.034061,6.5500031,11.24464,-5.0499992,-14.326239,0,0,8.9201307,8.8808794,0,56,0,0,27,0,88.489998
2003,4,440,968,2,USA,IRAQ REGIME CHANGE,4,4,2003m1,2003m5,5,4,0,0,0,0,0,0,0,0,0,0,200304,George W. Bush,69.5,25.5,73.157898,44,64.800003,16.756557,4.6999969,7.2530813,-4.7000008,-15.562916,0,0,8.2246943,8.9201307,0,56,0,0,28,0,87.580002
2003,4,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,7,0,0,0,0,0,0,0,0,0,0,200304,George W. Bush,69.5,25.5,73.157898,44,64.800003,16.756557,4.6999969,7.2530813,-4.7000008,-15.562916,0,0,8.2246943,8.9201307,0,56,0,0,28,0,87.580002
2003,5,440,968,2,USA,IRAQ REGIME CHANGE,4,4,2003m1,2003m5,5,5,1,0,0,0,0,1,0,0,1,0,200305,George W. Bush,65.666664,30,68.641113,35.666664,69.5,12.945719,-3.8333359,-5.5155911,4.5,17.647058,0,0,8.1578407,8.2246943,0,56,0,0,29,0,111.15
2003,5,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,8,0,0,0,0,0,0,0,0,0,0,200305,George W. Bush,65.666664,30,68.641113,35.666664,69.5,12.945719,-3.8333359,-5.5155911,4.5,17.647058,0,0,8.1578407,8.2246943,0,56,0,0,29,0,111.15
2003,6,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,9,0,0,0,0,0,0,0,0,0,0,200306,George W. Bush,59.333332,35,62.897526,24.333332,65.666664,6.6348853,-6.3333321,-9.6446686,5,16.666666,0,0,8.4122868,8.1578407,0,56,0,0,30,0,94
2003,7,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,10,0,0,0,0,0,0,0,0,0,0,200307,George W. Bush,60.5,35,63.350784,25.5,59.333332,7.8240519,1.1666679,1.9662943,0,0,0,0,8.3099318,8.4122868,0,56,0,0,31,0,87.209999
2003,8,441,969,2,USA,N. KOREA NUCLEAR II,1,1,2002m10,2004m1,16,11,0,0,0,0,0,0,0,0,0,0,200308,George W. Bush,59.5,36,62.303665,23.5,60.5,6.84655,-1,-1.6528926,1,2.8571429,0,0,8.2582779,8.3099318,0,56,0,0,32,0,83.75
